seq	Hedge Instance	Heu avg time	Heu avg obj  Heu+GDR avg time	Heu+GDR avg obj 
0	0	1	0.0000071	11565.48636	42.47943	7019.543573
0	0	2	0.0000069	13727.70612	48.509555	10225.75479
0	0	3	0.0000053	8347.908759	14.39822	6860.685577
0	0	4	0.00000585	6570.771594	14.725195	4803.730985
0	0	5	0.00000625	9272.698921	34.681365	4831.079778
0	0	6	0.0000061	6831.48426	20.1178	4140.360667
0	0	7	0.0000056	7282.817766	18.622295	4573.092781
0	0	8	0.0000051	5634.238439	18.593365	3406.71204
0	0	9	0.0000044	5541.369175	12.020905	3960.125
0	0	10	0.00000605	8562.559532	25.830565	5907.606909
0	0	11	0.0000065	8473.378904	32.40056	4569.981835
0	0	12	0.0000076	17413.36883	55.358215	11926.70362
0	0	13	0.00000725	10185.62207	24.117845	8574.066342
0	0	14	0.00001635	10472.15929	43.094035	7018.668149
0	0	15	0.0000204	12806.00776	49.085445	10242.3304
0	0	16	0.0000141	5912.229786	14.8393	4517.583605
0	0	17	0.00002665	27374.23491	52.319215	25571.84176
0	0	18	0.0000176	8849.885087	33.932385	5604.566125
0	0	19	0.0000154	5816.964049	20.466435	3890.727586
0	0	20	0.0000134	8595.383828	25.354235	6419.148613
0	0	21	0.00002145	17288.10113	48.98543	13766.52115
0	0	22	0.0000256	24222.80882	57.506265	22352.58399
0	0	23	0.0000152	7844.680847	31.999825	4685.338552
0	0	24	0.00002095	15769.48214	54.890745	11954.29316
0	0	25	0.0000185	10364.0116	23.979535	9087.634288
0	1	1	0.0000178	15230.71338	42.309165	7017.682841
0	1	2	0.00002065	17011.84102	49.839765	10155.03421
0	1	3	0.00001455	9733.801156	13.60095	6831.115852
0	1	4	0.0000124	7996.836834	15.535275	4409.260371
0	1	5	0.00001765	12777.17348	33.309505	5625.249385
0	1	6	0.0000136	8670.003238	20.03548	4074.733504
0	1	7	0.00001305	9489.837358	17.954195	4848.696318
0	1	8	0.00001345	7734.978365	18.89859	3624.784262
0	1	9	0.0000108	6847.909858	11.96263	3619.430953
0	1	10	0.0000144	11695.44122	25.37401	6350.30381
0	1	11	0.00001585	11329.02613	31.67281	4642.416331
0	1	12	0.0000223	21245.02673	54.755835	12996.17083
0	1	13	0.00001705	11914.70758	24.28054	8465.793719
0	1	14	0.00001875	20342.41443	42.590495	7020.239808
0	1	15	0.00002015	22713.6508	48.64431	10395.14022
0	1	16	0.00001385	10986.01494	14.83645	4638.351993
0	1	17	0.0000243	34476.76868	53.716035	24608.32822
0	1	18	0.00001635	16508.36735	34.63339	5238.031112
0	1	19	0.0000151	12476.6386	20.39398	4172.744972
0	1	20	0.00001495	15245.10772	25.853605	6022.93627
0	1	21	0.0000229	27281.46732	49.331775	13545.64073
0	1	22	0.00002615	33318.21797	59.66137	21261.02145
0	1	23	0.00001575	15180.68655	31.20179	4711.411141
0	1	24	0.00002085	27350.89939	53.09258	12265.85884
0	1	25	0.0000181	14936.62563	24.531255	8398.572555
0	2	1	0.0000079	11332.45487	42.336735	6733.189191
0	2	2	0.0000077	11528.72767	48.920925	8047.328281
0	2	3	0.0000062	6815.823289	14.05416	5309.328925
0	2	4	0.00000785	5802.878386	16.347375	3717.762954
0	2	5	0.00000835	8829.772677	38.63572	4149.489242
0	2	6	0.0000064	5698.58803	22.034	3098.160644
0	2	7	0.00000555	6975.880433	18.737585	4127.231131
0	2	8	0.00000475	5485.456027	19.709225	2951.331066
0	2	9	0.000005	5750.080288	11.9472	4240.395641
0	2	10	0.00000595	7743.761786	27.51345	4936.619893
0	2	11	0.00000575	9700.541428	31.07687	5080.884296
0	2	12	0.00000785	14807.78328	63.527615	8778.714484
0	2	13	0.0000063	8354.095088	22.779665	7789.859243
0	2	14	0.00001865	10166.37642	42.6246	6734.547466
0	2	15	0.00002075	10299.19922	50.03294	8048.159022
0	2	16	0.00001275	5178.261538	16.527845	3718.677134
0	2	17	0.0000277	19805.99837	57.58953	18612.44894
0	2	18	0.000018	7611.871865	39.091905	4148.778872
0	2	19	0.0000151	4861.911117	21.83064	3097.19403
0	2	20	0.00001835	6925.041552	26.91766	4935.212375
0	2	21	0.00002055	13026.45046	57.872905	9936.377006
0	2	22	0.00002485	18336.24811	60.918355	17199.71522
0	2	23	0.0000153	8746.394012	31.811525	5081.135981
0	2	24	0.00002105	13302.97958	64.59281	8777.138721
0	2	25	0.00001705	8098.982856	22.91107	7792.335508
0	3	1	0.0000168	14889.61719	43.050115	6733.403487
0	3	2	0.00002295	14913.88285	48.93345	8052.415771
0	3	3	0.0000118	8111.991566	14.174525	5312.269346
0	3	4	0.0000109	7455.554423	16.23804	3719.106183
0	3	5	0.0000193	11683.33575	38.43065	4148.915201
0	3	6	0.00001705	7845.830753	21.84086	3098.21855
0	3	7	0.00001385	9079.728571	18.67094	4126.766974
0	3	8	0.00001165	7401.791535	19.30926	2951.212975
0	3	9	0.000011	7014.130078	11.82137	4241.497673
0	3	10	0.00001445	10211.61578	27.53764	4937.229954
0	3	11	0.0000143	12410.08814	31.536265	5081.01333
0	3	12	0.0000185	18535.6624	64.480965	8777.316997
0	3	13	0.00001725	9412.736669	23.91182	7789.968215
0	3	14	0.0000161	20052.54422	42.809865	6734.926816
